word,sentpos,wlen,firsttime,totaltime,word,sent_id,sent_pos,word_length,surprisal,entropy,entry,probability
Methode,3,7,257.6533333333334,412.50666666666655,methode,22,22,7,13.262016990930762,4.514668618022902,7.965578253255639,1.7393188429852276e-06
wird,4,4,207.12,272.93333333333345,wird,23,23,4,11.97581815703802,4.514668618022902,11.623740024189269,6.294601749539595e-06
die,5,3,228.6533333333333,362.2933333333333,die,10,24,3,3.0299542377806716,4.514668618022902,5.445944986127045,0.048317849207488314
negative,6,8,226.51999999999987,683.3866666666668,negative,25,25,8,10.688712948799724,4.514668618022902,8.51874830955148,2.280084528472335e-05
Ladung,7,6,184.34666666666666,504.2266666666667,ladung,26,26,6,11.962237929430097,4.514668618022902,11.723224683625922,6.380666943769916e-06
der,8,3,198.28000000000006,340.2,der,3,27,3,11.94847073730671,4.514668618022902,11.781448669184478,6.469118277661949e-06
DNA-Fragmente,9,13,454.04,1171.8266666666666,dnafragmente,28,28,12,16.62005693659609,4.514668618022902,8.747995263753312,6.053422456315564e-08
genutzt,10,7,371.2400000000001,641.3466666666664,genutzt,29,29,7,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
Die,1,3,199.99999999999991,337.59999999999997,die,10,30,3,12.17492395150881,4.514668618022902,10.135642231308992,5.158194455088338e-06
DNA-Fragmente,2,13,438.96000000000004,985.8666666666668,dnafragmente,28,31,12,16.569644897902705,4.514668618022902,8.51874830955148,6.366410729679436e-08
sind,3,4,185.61333333333337,301.48,sind,32,32,4,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
auf,4,3,184.5333333333333,278.8,auf,33,33,3,4.937133253918531,4.514668618022902,6.011050993858721,0.007175138216354844
Grund,5,5,183.60000000000008,298.90666666666664,grund,34,34,5,7.52668880099915,4.514668618022902,5.23805007072741,0.0005385184495245768
der,6,3,149.90666666666672,229.12000000000003,der,3,35,3,5.1906246529547895,4.514668618022902,9.31589501885297,0.005568527331246967
darin,7,5,278.82666666666665,413.46666666666687,darin,36,36,5,9.354926958560947,4.514668618022902,8.747995263753312,8.653799788621406e-05
enthaltenen,8,11,298.30666666666656,484.24,enthaltenen,37,37,11,6.310435967025911,4.514668618022902,10.591635365878112,0.0018172408094151483
Phosphatreste,9,13,1016.4000000000004,1789.4000000000008,phosphatreste,38,38,13,11.941515406822859,4.514668618022902,11.831751845793635,6.514269973682349e-06
negativ,10,7,257.1466666666666,568.5600000000002,negativ,39,39,7,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
geladen,11,7,299.6666666666667,629.4400000000003,geladen,40,40,7,12.034745287582297,4.514668618022902,11.30243231663982,5.934396098897559e-06
Anlegen,1,7,364.6933333333334,924.2400000000002,anlegen,41,41,7,11.97581815703802,4.514668618022902,11.491490275279457,6.294601749539595e-06
eines,2,5,262.7066666666666,603.213333333333,eines,42,42,5,5.375788674032079,4.514668618022902,11.753487882305224,0.0046272678880361975
elektrischen,3,12,343.37333333333333,747.5466666666669,elektrischen,43,43,12,13.328695316445328,4.514668618022902,8.343828377328867,1.627125956285169e-06
Feldes,4,6,250.61333333333343,438.94666666666666,feldes,44,44,6,11.964514146504094,4.514668618022902,11.720048738902927,6.366159677835942e-06
lässt,5,5,225.86666666666665,411.93333333333345,lãsst,45,45,5,11.936851497706098,4.514668618022902,11.854143984726019,6.544722896432565e-06
die,6,3,112.29333333333332,164.78666666666663,die,10,46,3,3.6396402462776685,4.514668618022902,8.106857578255923,0.026261790043178437
Polymerasekettenreaktion-Produkte,7,33,1571.3066666666668,2615.7599999999993,polymerasekettenreaktionprodukte,4,47,32,16.569644897902705,4.514668618022902,8.51874830955148,6.366410729679436e-08
durch,8,5,261.25333333333333,423.71999999999986,durch,18,48,5,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
ein,9,3,139.6266666666667,245.9600000000001,ein,49,49,3,4.029871001203928,4.514668618022902,5.63037679167302,0.017776622968719374
gelartiges,10,10,404.4666666666665,1107.5066666666671,gelartiges,50,50,10,15.135724791233729,4.514668618022902,7.653468908807167,2.670780788264925e-07
Medium,11,6,250.1866666666666,516.9333333333333,medium,51,51,6,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
zumeist,12,7,316.94666666666666,651.9466666666667,zumeist,52,52,7,11.946157664831107,4.514668618022902,11.781573851873857,6.4840991363179945e-06
Agarose,13,7,553.1466666666668,1141.8400000000001,agarose,53,53,7,11.95077847182275,4.514668618022902,11.781340052902488,6.454206482973803e-06
wandern,14,7,368.30666666666673,620.0133333333334,wandern,54,54,7,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
Die,1,3,195.06666666666663,335.94666666666683,die,10,55,3,6.076737943469917,4.514668618022902,11.719950523508068,0.002295653002021859
DNA-Fragmente,2,13,464.11999999999983,1070.2399999999998,dnafragmente,28,56,12,16.569644897902705,4.514668618022902,8.51874830955148,6.366410729679436e-08
wandern,3,7,273.84000000000003,466.30666666666673,wandern,54,57,7,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
durch,4,5,205.76000000000002,331.90666666666664,durch,18,58,5,11.957669892572897,4.514668618022902,11.719950523508068,6.409880739590353e-06
das,5,3,145.54666666666665,206.77333333333328,das,1,59,3,2.938571901830286,4.514668618022902,5.63037679167302,0.05294128012335916
Agarose-Sieb,6,12,785.6800000000003,1408.2933333333337,agarosesieb,60,60,11,15.426934040705465,4.514668618022902,7.636055606681435,1.9960327992671937e-07
vom,7,3,193.94666666666663,294.50666666666666,vom,61,61,3,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
Minuspol,8,8,446.8266666666667,886.2800000000002,minuspol,62,62,8,13.589606772133916,4.514668618022902,8.059058814386972,1.2534550593385623e-06
zum,9,3,186.65333333333336,395.68000000000006,zum,63,63,3,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
Pluspol,10,7,303.6666666666667,765.7333333333335,pluspol,64,64,7,14.236057926247357,4.514668618022902,7.416670110572426,6.566872716370013e-07
Kleinere,1,8,442.7733333333334,927.0666666666666,kleinere,65,65,8,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
Fragmente,2,9,286.18666666666667,584.5333333333334,fragmente,66,66,9,12.036862471943126,4.514668618022902,11.389175019000636,5.921845179279633e-06
wandern,3,7,264.97333333333336,476.3866666666668,wandern,54,67,7,11.925095662686862,4.514668618022902,11.911148071612116,6.622115595649837e-06
schneller,4,9,298.52000000000004,514.96,schneller,68,68,9,11.957669892572897,4.514668618022902,11.719950523508068,6.409880739590353e-06
durch,5,5,192.73333333333338,322.74666666666656,durch,18,69,5,12.160076574245117,4.514668618022902,10.697106704965902,5.235351486540659e-06
das,6,3,110.14666666666666,178.88000000000005,das,1,70,3,2.938571901830286,4.514668618022902,5.63037679167302,0.05294128012335916
Agarose-Sieb,7,12,589.84,1101.4133333333332,agarosesieb,60,71,11,15.426934040705465,4.514668618022902,7.636055606681435,1.9960327992671937e-07
daher,8,5,249.7066666666666,392.17333333333323,daher,72,72,5,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
befinden,9,8,268.79999999999995,466.22666666666686,befinden,73,73,8,12.464066935994309,4.514668618022902,9.50283997885913,3.862998216398538e-06
sie,10,3,155.13333333333335,269.8,sie,74,74,3,12.161944596792129,4.514668618022902,10.09174580360353,5.225580860638238e-06
sich,11,4,263.4,429.5733333333334,sich,75,75,4,2.820935816892233,4.514668618022902,6.2435487083349726,0.05955018855278433
in,12,2,88.88000000000001,117.20000000000002,in,76,76,2,3.2338605753248153,4.514668618022902,5.874869047622819,0.039405078488994764
der,13,3,198.46666666666664,303.6000000000001,der,3,77,3,1.5603922399331418,4.514668618022902,5.389001121618048,0.21005366360507774
Nähe,14,4,211.75999999999993,361.0400000000001,nãhe,78,78,4,6.1671812307289615,4.514668618022902,8.747995263753312,0.0020971390280195975
zum,15,3,150.71999999999997,274.4800000000001,zum,63,79,3,4.172066668030078,4.514668618022902,9.969161855392693,0.015420358408401414
Pluspol,16,7,204.05333333333334,507.5600000000002,pluspol,64,80,7,14.236057926247357,4.514668618022902,7.416670110572426,6.566872716370013e-07
des,17,3,282.12000000000006,446.45333333333343,des,16,81,3,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
Gels,18,4,199.84,333.2800000000001,gels,17,82,4,15.027007725989101,4.514668618022902,8.144967098957533,2.977511620377137e-07
Die,1,3,201.35999999999996,290.69333333333327,die,10,83,3,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
größeren,2,8,300.22666666666663,627.1866666666668,grããeren,84,84,8,9.591963849385015,4.514668618022902,8.51874830955148,6.827520763957646e-05
Fragmente,3,9,221.95999999999995,394.03999999999996,fragmente,66,85,9,12.104327807646525,4.514668618022902,11.092726880861232,5.535504727321037e-06
wandern,4,7,266.88,412.3333333333333,wandern,54,86,7,11.925095662686862,4.514668618022902,11.911148071612116,6.622115595649837e-06
langsamer,5,9,281.06666666666666,441.33333333333326,langsamer,87,87,9,11.957669892572897,4.514668618022902,11.719950523508068,6.409880739590353e-06
und,6,3,62.45333333333333,76.70666666666668,und,88,88,3,6.090379925772793,4.514668618022902,11.640649430068336,0.002264548391059595
bleiben,7,7,261.82666666666665,439.7333333333331,bleiben,89,89,7,9.326088438823309,4.514668618022902,8.07449153204553,8.906995917897789e-05
in,8,2,74.46666666666667,87.85333333333331,in,76,90,2,5.60342891589545,4.514668618022902,8.31023052235581,0.003685205766730942
der,9,3,165.09333333333336,228.48000000000005,der,3,91,3,1.5603922399331418,4.514668618022902,5.389001121618048,0.21005366360507774
Nähe,10,4,180.22666666666663,283.79999999999995,nãhe,78,92,4,6.1671812307289615,4.514668618022902,8.747995263753312,0.0020971390280195975
zum,11,3,168.2133333333333,277.0266666666667,zum,63,93,3,4.172066668030078,4.514668618022902,9.969161855392693,0.015420358408401414
Minuspol,12,8,273.6533333333333,515.1066666666667,minuspol,62,94,8,14.236057926247357,4.514668618022902,7.416670110572426,6.566872716370013e-07
Um,1,2,230.3466666666667,382.5600000000002,um,0,95,2,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
DNA-Fragmente,2,13,496.7600000000001,1048.5733333333335,dnafragmente,28,96,12,14.487694100372835,4.514668618022902,6.052484399015383,5.105924593954994e-07
sichtbar,3,8,266.0666666666667,482.5733333333333,sichtbar,97,97,8,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
zu,4,2,97.28000000000002,122.05333333333331,zu,6,98,2,5.052816375296389,4.514668618022902,11.183448022870627,0.006391307753345071
machen,5,6,175.87999999999997,259.49333333333334,machen,99,99,6,4.591249567790474,4.514668618022902,6.740885563643181,0.010140179611701
behandelt,6,9,280.66666666666663,541.6800000000001,behandelt,100,100,9,12.934160789770887,4.514668618022902,7.062286731181538,2.414156059324781e-06
man,7,3,167.02666666666664,256.28000000000003,man,9,101,3,12.171232722687465,4.514668618022902,10.259689246332162,5.177269715043075e-06
das,8,3,178.92000000000002,269.7866666666667,das,1,102,3,3.75596317975903,4.514668618022902,6.508210435271915,0.023377922619825405
Gel,9,3,138.54666666666668,185.42666666666662,gel,103,103,3,15.426934040705465,4.514668618022902,7.636055606681435,1.9960327992671937e-07
mit,10,3,121.29333333333335,165.3066666666667,mit,12,104,3,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
einer,11,5,199.55999999999995,318.79999999999995,einer,13,105,5,3.1222233094492626,4.514668618022902,5.969170932415407,0.04405910242581397
wässrigen,12,9,297.25333333333316,564.9866666666668,wãssrigen,106,106,9,14.465755009347665,4.514668618022902,7.851990445002999,5.219181775452309e-07
Lösung,13,6,215.17333333333326,362.24000000000007,lãsung,107,107,6,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
von,14,3,148.35999999999999,213.09333333333333,von,108,108,3,4.940631190419654,4.514668618022902,10.440975872071881,0.007150083883266502
Ethidiumbromid,15,14,915.7600000000001,1889.4800000000002,ethidiumbromid,19,109,14,15.445018960975647,4.514668618022902,7.586905416805195,1.9602591619432823e-07
Das,1,3,254.29333333333335,384.6666666666665,das,1,110,3,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
Molekül,2,7,375.5600000000003,691.1333333333333,molekã¼l,111,111,8,15.426934040705465,4.514668618022902,7.636055606681435,1.9960327992671937e-07
des,3,3,204.01333333333324,350.00000000000006,des,16,112,3,11.932165734576158,4.514668618022902,11.876768421164348,6.575461879229431e-06
Ethidiumbromids,4,15,374.33333333333337,952.52,ethidiumbromids,113,113,15,15.027007725989101,4.514668618022902,8.144967098957533,2.977511620377137e-07
ist,5,3,196.82666666666663,324.28,ist,114,114,3,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
planar,6,6,312.23999999999995,497.29333333333335,planar,115,115,6,15.353132147332982,4.514668618022902,5.421767574715896,2.1489159455825718e-07
und,7,3,98.71999999999997,143.98666666666668,und,88,116,3,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
kann,8,4,233.52000000000004,343.50666666666666,kann,117,117,4,6.455288883194682,4.514668618022902,8.07449153204553,0.0015721850380882938
sich,9,4,184.67999999999998,309.24,sich,75,118,4,3.2343644165792225,4.514668618022902,5.64925230680151,0.03938522958558694
zwischen,10,8,246.44000000000005,440.9066666666668,zwischen,119,119,8,7.0687286231076,4.514668618022902,5.874869047622819,0.0008513147633442322
den,11,3,123.85333333333332,174.3066666666667,den,120,120,3,2.416459112336046,4.514668618022902,7.863104054234187,0.08923703702076624
Basen,12,5,263.78666666666663,501.7599999999998,basen,121,121,5,15.666932034583622,4.514668618022902,8.16603724990373,1.5701381613915407e-07
der,13,3,130.38666666666666,199.41333333333333,der,3,122,3,11.925095662686862,4.514668618022902,11.911148071611954,6.622115595649837e-06
DNA-Fragmente,14,13,403.73333333333346,973.3066666666663,dnafragmente,28,123,12,16.62005693659609,4.514668618022902,8.747995263753312,6.053422456315564e-08
einlagern,15,9,370.7866666666667,720.6400000000001,einlagern,124,124,9,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
Nur,1,3,239.76000000000008,386.88000000000005,nur,125,125,3,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
nach,2,4,199.01333333333335,328.17333333333335,nach,126,126,4,6.085806870003191,4.514668618022902,6.394632864068065,0.002274928012349447
dem,3,3,254.06666666666675,390.52000000000015,dem,127,127,3,2.1914711554861306,4.514668618022902,6.064723455543123,0.11175222272986515
Entstehen,4,9,224.09333333333328,643.0133333333333,entstehen,128,128,9,9.231439076651284,4.514668618022902,8.054976765850444,9.791223158496273e-05
eines,5,5,218.65333333333334,425.5200000000001,eines,42,129,5,6.282877187233241,4.514668618022902,10.35526153612683,0.0018680182167169373
solchen,6,7,195.93333333333337,382.0666666666666,solchen,130,130,7,5.370767974200226,4.514668618022902,8.343828377328867,0.004650558429628197
Komplexes,7,9,276.28000000000003,468.16000000000014,komplexes,131,131,9,12.198590437782382,4.514668618022902,10.717520948603163,5.03755134704123e-06
und,8,3,116.55999999999997,173.0666666666666,und,88,132,3,11.927457911662634,4.514668618022902,11.885400856927465,6.606490971758195e-06
durch,9,5,249.74666666666656,408.19999999999993,durch,18,133,5,7.024342914899814,4.514668618022902,8.07449153204553,0.0008899521017900084
das,10,3,130.65333333333336,166.86666666666667,das,1,134,3,2.938571901830286,4.514668618022902,5.63037679167302,0.05294128012335916
Beleuchten,11,10,296.7066666666666,550.1866666666666,beleuchten,135,135,10,15.426934040705465,4.514668618022902,7.636055606681435,1.9960327992671937e-07
mit,12,3,153.33333333333331,213.96,mit,12,136,3,11.936851497706098,4.514668618022902,11.822710904523845,6.544722896432565e-06
UV-Licht,13,8,272.9733333333333,494.5333333333336,uvlicht,137,137,7,15.4524125420815,4.514668618022902,5.969170932415407,1.945819273862499e-07
kann,14,4,159.83999999999997,198.32000000000005,kann,117,138,4,11.925095662686862,4.514668618022902,11.911148071612034,6.622115595649837e-06
man,15,3,177.7466666666666,244.01333333333326,man,9,139,3,2.35424898134714,4.514668618022902,5.64925230680151,0.09496480009611216
die,16,3,118.73333333333333,151.97333333333341,die,10,140,3,3.1025737720838626,4.514668618022902,6.508210435271915,0.04493340509588607
Polymerasekettenreaktion-Produkte,17,33,1370.9466666666665,2002.6933333333327,polymerasekettenreaktionprodukte,4,141,32,16.569644897902705,4.514668618022902,8.51874830955148,6.366410729679436e-08
in,18,2,157.2533333333333,204.81333333333333,in,76,142,2,11.92272782027517,4.514668618022902,11.922727820305235,6.637814300507129e-06
Form,19,4,162.54666666666668,235.98666666666662,form,143,143,4,6.056734653661077,4.514668618022902,5.389001121618048,0.002342035973737122
von,20,3,149.06666666666663,207.26666666666662,von,108,144,3,2.7637340863091144,4.514668618022902,10.044117584851362,0.06305587213645758
Banden,21,6,228.84000000000006,440.5733333333332,banden,145,145,6,15.445018960975647,4.514668618022902,7.586905416805195,1.9602591619432823e-07
sehen,22,5,254.25333333333333,462.5333333333332,sehen,146,146,5,11.936851497706098,4.514668618022902,11.85094415161867,6.544722896432565e-06
und,23,3,83.18666666666665,100.07999999999997,und,88,147,3,3.9857379357052167,4.514668618022902,7.645052347174785,0.01857872935522928
fotografieren,24,13,374.8666666666667,632.8133333333335,fotografieren,148,148,13,16.303769487340997,4.514668618022902,8.07449153204553,8.305444441892168e-08
In,1,2,185.35999999999999,324.2,in,0,0,2,-0.5346631424172367,-0.2533244865526977,572.2709025994878,1.7068731722304193
der,2,3,218.72,467.2400000000001,der,1,1,3,1.5603922399331418,-0.2533244865526977,5.389001121618048,0.21005366360507774
homologen,3,9,341.1466666666666,1056.2666666666664,homologen,2,2,9,16.62005693659609,-0.2533244865526977,8.747995263753312,6.053422456315564e-08
Rekombinationsreparatur,4,23,1016.4266666666667,2525.2266666666674,rekombinationsreparatur,3,3,23,11.92272782027517,-0.2533244865526977,11.922727820305235,6.637814300507129e-06
veranlasst,5,10,417.84000000000003,1179.6799999999998,veranlasst,4,4,10,11.92272782027517,-0.2533244865526977,11.922727820305235,6.637814300507129e-06
RecA,6,4,582.7333333333333,1549.4,reca,5,5,4,11.955378025128674,-0.2533244865526977,11.708495426249172,6.424588183897412e-06
in,7,2,203.42666666666662,421.5333333333333,in,0,6,2,11.92272782027517,-0.2533244865526977,11.922727820305235,6.637814300507129e-06
Verbindung,8,10,303.2933333333333,827.2133333333331,verbindung,7,7,10,6.593505158329643,-0.2533244865526977,5.389001121618048,0.0013692321669641478
mit,9,3,173.54666666666668,301.5333333333333,mit,8,8,3,3.4143274504692154,-0.2533244865526977,10.731165443381538,0.03289852515045694
einer,10,5,235.2,545.1333333333332,einer,9,9,5,3.1222233094492626,-0.2533244865526977,5.969170932415407,0.04405910242581397
Reihe,11,5,209.22666666666657,436.9466666666668,reihe,10,10,5,5.814855440617619,-0.2533244865526977,7.851990445002999,0.0029829115041502935
weiterer,12,8,302.38666666666677,773.7066666666669,weiterer,11,11,8,5.6312912373150565,-0.2533244865526977,10.29370619986863,0.0035839446152788994
Proteine,13,8,372.01333333333355,772.5333333333335,proteine,12,12,8,12.266404115138,-0.2533244865526977,10.425045699862311,4.70726209497372e-06
die,14,3,213.11999999999995,397.7733333333333,die,13,13,3,11.92981459356641,-0.2533244865526977,11.888168808398557,6.590939905693065e-06
Auflösung,15,9,392.84000000000003,1231.04,auflãsung,14,14,9,8.899283009062028,-0.2533244865526977,8.51874830955148,0.00013648675117185614
der,16,3,174.5066666666667,571.6533333333332,der,1,15,3,5.013751077951878,-0.2533244865526977,11.521374466135358,0.006645927101076168
angehaltenen,17,12,411.48,1783.8533333333335,angehaltenen,16,16,12,16.62005693659609,-0.2533244865526977,8.747995263753312,6.053422456315564e-08
Replikationsgabel,18,17,1008.6933333333334,2913.2133333333322,replikationsgabel,17,17,17,11.92272782027517,-0.2533244865526977,11.922727820305235,6.637814300507129e-06
Kommt,1,5,253.05333333333334,630.92,kommt,0,0,5,0.9631702023366077,0.8061571731765167,572.2709025994878,0.3816809600934604
der,2,3,161.1599999999999,305.2933333333333,der,1,1,3,3.6290963575763073,0.8061571731765167,7.486599799775478,0.026540156387457686
Replikationskomplex,3,19,691.5333333333334,1932.5466666666666,replikationskomplex,2,2,19,16.62005693659609,0.8061571731765167,8.747995263753312,6.053422456315564e-08
an,4,2,160.56,217.2133333333333,an,3,3,2,11.92272782027517,0.8061571731765167,11.922727820305235,6.637814300507129e-06
eine,5,4,252.4266666666666,601.1733333333336,eine,4,4,4,5.03938713308552,0.8061571731765167,4.846053273626772,0.006477717080483653
schadhafte,6,10,450.31999999999994,1031.4266666666665,schadhafte,5,5,10,15.025411356958903,0.8061571731765167,7.958910797399576,2.982268623671101e-07
DNA-Stelle,7,10,506.73333333333346,1012.8399999999997,dnastelle,6,6,9,11.92272782027517,0.8061571731765167,11.922727820305235,6.637814300507129e-06
löst,8,4,255.78666666666672,450.29333333333335,lãst,7,7,4,11.92272782027517,0.8061571731765167,11.922727820305235,6.637814300507129e-06
er,9,2,188.10666666666668,322.38666666666666,er,8,8,2,5.429755497329375,0.8061571731765167,11.48125466477024,0.004384167612322952
sich,10,4,235.25333333333327,539.48,sich,9,9,4,2.8426383191547893,0.8061571731765167,6.126292166198077,0.058271723574729116
und,11,3,125.3466666666667,266.24,und,10,10,3,5.197163331018031,0.8061571731765167,5.874869047622819,0.005532235303986129
überspringt,12,11,256.34666666666664,884.586666666667,ã¼berspringt,11,11,12,16.303769487340997,0.8061571731765167,8.07449153204553,8.305444441892168e-08
den,13,3,245.05333333333337,427.7866666666667,den,12,12,3,11.925095662686862,0.8061571731765167,11.911148071611954,6.622115595649837e-06
Schaden,14,7,219.51999999999998,381.45333333333343,schaden,13,13,7,7.709004692338519,0.8061571731765167,8.16603724990373,0.00044876791707086514
um,15,2,161.22666666666666,288.5733333333332,um,14,14,2,12.23046137920141,0.8061571731765167,10.232628005979485,4.879531341926885e-06
an,16,2,224.67999999999998,408.4399999999999,an,3,15,2,6.663248169495215,0.8061571731765167,6.052484399015383,0.0012769917409481439
anderer,17,7,252.4000000000001,553.6533333333332,anderer,16,16,7,6.984954503344058,0.8061571731765167,4.846053273626772,0.0009257054121644258
Stelle,18,6,162.76,282.0666666666666,stelle,17,17,6,4.013984781941503,0.8061571731765167,10.671079213712188,0.01806128138533141
fortzufahren,19,12,408.53333333333353,768.4533333333335,fortzufahren,18,18,12,12.309186066933163,0.8061571731765167,9.98696099663065,4.5101232938847885e-06
Es,1,2,163.82666666666665,219.74666666666664,es,0,0,2,-0.3979526665827938,-0.5091234514678555,572.2709025994878,1.4887735594994709
entsteht,2,8,305.61333333333334,587.2933333333333,entsteht,1,1,8,8.144309803419368,-0.5091234514678555,6.030106960926982,0.0002903830038483581
eine,3,4,175.40000000000003,278.82666666666665,eine,2,2,4,3.990370308000314,-0.5091234514678555,11.085067601349714,0.018492864795935135
Replikationslücke,4,17,735.3866666666664,1492.9733333333334,replikationslã¼cke,3,3,18,15.025411356958903,-0.5091234514678555,7.958910797399576,2.982268623671101e-07
im,5,2,170.54666666666674,236.90666666666672,im,4,4,2,11.92272782027517,-0.5091234514678555,11.922727820305235,6.637814300507129e-06
Tochterstrang,6,13,787.4266666666663,1278.0133333333338,tochterstrang,5,5,13,15.326376416462203,-0.5091234514678555,7.302852696742741,2.207187839631029e-07
die,7,3,218.94666666666663,475.22666666666663,die,6,6,3,11.92272782027517,-0.5091234514678555,11.922727820305235,6.637814300507129e-06
über,8,4,186.6399999999999,416.7733333333335,ã¼ber,7,7,5,6.930243806249066,-0.5091234514678555,8.51874830955148,0.0009777624547366388
800,9,3,206.1066666666666,345.71999999999986,800,8,8,3,14.16410937762694,-0.5091234514678555,5.589560612541973,7.056761768964846e-07
Basen,10,5,243.43999999999994,407.60000000000014,basen,9,9,5,12.032623611239815,-0.5091234514678555,11.343554496099165,5.947000333032018e-06
umfassen,11,8,314.58666666666664,625.4533333333334,umfassen,10,10,8,11.925095662686862,-0.5091234514678555,11.911148071611954,6.622115595649837e-06
kann,12,4,189.50666666666663,301.77333333333337,kann,11,11,4,11.955378025128674,-0.5091234514678555,11.738136222997797,6.424588183897412e-06
Bei,1,3,181.81333333333336,315.0399999999999,bei,0,0,3,0.45359453025671836,1.1409134590998804,572.2709025994878,0.6353402922914113
der,2,3,163.42666666666662,302.21333333333325,der,1,1,3,1.6178738649727664,1.1409134590998804,5.774065266424437,0.19831990605235486
rekombinatorischen,3,18,865.7600000000002,2041.253333333333,rekombinatorischen,2,2,18,16.62005693659609,1.1409134590998804,8.747995263753312,6.053422456315564e-08
